like,title,category_id,duration,view_count,like_count,comment_count,topic_categories,upload_date
1,스쿼트 얼마나 깊게 앉아?,17,PT50S,1631773,39161,269,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2024-03-19T23:37:39Z
1,How I'd Learn Data Science In 2024 (If I Could Restart)  - The Ultimate Roadmap,28,PT26M43S,72185,3853,166,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2024-01-04T15:00:04Z
1,Learn Python Classes With a Text-Based Battle - OOP Tutorial,26,PT15M25S,155608,7052,280,['https://en.wikipedia.org/wiki/Knowledge'],2023-07-02T14:00:24Z
0,Baby Skeleton and Baby Zombie Life Story - Minecraft Animation,1,PT10M21S,12873953,124540,1408,['https://en.wikipedia.org/wiki/Video_game_culture'],2021-04-03T02:51:35Z
0,맥북이 전혀 비싸지 않은 이유??,26,PT50S,666727,6616,1117,['https://en.wikipedia.org/wiki/Technology'],2023-09-07T14:28:26Z
0,어케했노,10,PT12S,5284710,129665,1752,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2024-07-10T02:00:01Z
0,The best examples of teamwork I’ve ever seen 🔥,17,PT1M,309843884,11631166,14107,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2022-06-04T00:00:01Z
0,[프로미스나인] 연세대 플로버,22,PT26S,999906,31757,139,[],2024-06-28T09:00:47Z
0,이미 결혼한 사람도 꼭 보세요!ㅣ김기석 목사ㅣ잘잘법 Ep.72,27,PT17M16S,1198451,27252,1143,['https://en.wikipedia.org/wiki/Religion'],2021-05-28T09:00:12Z
1,"개발자, 돈을 벌기 위해 필요한 코딩 실력",28,PT11M30S,23177,1008,107,[],2024-03-18T00:34:36Z
0,Machine Learning Projects for Beginners (Datasets Included),27,PT6M58S,419468,10551,190,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2019-09-25T13:48:52Z
1,"토론 실력 상위 0.1% 인재가 논리력, 표현력, 문장력 키운 비결 - 이준석 배나사 대표 교사 (초중고 학부모 시청 추천)",27,PT13M26S,99679,3027,214,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",2023-09-11T11:45:01Z
1,Search Nearby Businesses With Google Maps API and Python,27,PT13M39S,27431,441,41,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-05-05T15:00:28Z
1,고수익알바 대체  뭘 시키는 걸까?,22,PT7M25S,1783211,18727,3460,[],2021-01-28T11:35:50Z
0,Aliminium Wire Cut,24,PT10S,148801409,4729948,8106,[],2022-11-23T18:25:00Z
1,How To Get Out of Tutorial Hell (Step by Step Guide),22,PT4M54S,496928,44539,1078,['https://en.wikipedia.org/wiki/Technology'],2023-03-28T10:21:29Z
1,인생간장국수,26,PT47S,6374945,191000,1569,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2024-04-22T08:21:00Z
0,"【비트코인】 하락 추세가 시작되는 건가? (ft. 비트 원화차트, 테슬라)",24,PT12M7S,9388,239,34,[],2024-05-01T03:02:44Z
0,감스트를 웃겨라 레전드 자객 모음 ㅋㅋㅋㅋㅋㅋ,22,PT59S,4782566,88912,704,['https://en.wikipedia.org/wiki/Entertainment'],2024-03-31T11:29:35Z
1,[하이라이트] 🔥열정+의욕 MAX🔥 첫 경기부터 대승?! 안정환이 만족한 어쩌다'NEW'벤져스의 시작⚽ | 뭉쳐야 찬다3 | JTBC 240623 방송,17,PT30M47S,601070,4341,1483,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-06-23T12:19:05Z
1,'밥이랑 끝장나게 어울리는' 김치찌개 레시피,22,PT6M27S,4654103,44866,2618,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2019-06-09T07:39:50Z
1,몸 만들 때 꼭 필요한 운동입니다...,24,PT32S,1867777,32070,562,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2024-03-31T09:20:46Z
0,차은우 논란,20,PT33S,4122719,128741,2552,[],2024-04-29T02:09:53Z
0,성큼성큼 나타나 브루노 제압하는 김민재 (09.21),17,PT13S,804514,6546,274,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2023-09-20T22:07:53Z
0,"HyunA - Change (feat. Yong Jun Hyeong), 현아 - 체인지 (feat. 용준형), Music core 20100130",24,PT4M50S,2448446,14572,629,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Television_program']",2012-02-03T21:03:56Z
0,움파룸파 & 거인족의 옷 바꿔입기 @챔보,27,PT38S,1511499,25345,377,[],2024-07-02T12:27:19Z
0,A Complete Guide to Taking Notes in the TOEFL Listening,27,PT25M32S,183260,5343,234,['https://en.wikipedia.org/wiki/Knowledge'],2021-03-29T01:02:30Z
0,뭐야! 대학생 실력이... / #서효영 #탁구 #탁구트립 #탁구는영화다,17,PT25S,2819964,11794,147,['https://en.wikipedia.org/wiki/Sport'],2024-06-29T02:30:14Z
1,🧠 도파민 중독? 디톡스? 뇌과학자가 소개하는 뇌 해킹 방법 공개!,26,PT15M16S,832104,23823,451,['https://en.wikipedia.org/wiki/Health'],2023-07-14T11:00:01Z
0,수 많은 무리들이 줄지어/LET US LIFT THE NAME OF JESUS (Live) - LEVISTANCE 예배 실황,10,PT9M16S,149130,2810,189,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2023-04-20T13:00:08Z
0,나는 자유해 I Am Free,10,PT5M56S,150982,411,0,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2024-02-21T02:59:42Z
1,Building a RESTful API with Cloud Functions and Firestore - 08 - Deploy and re-test with Postman,26,PT6M34S,14122,216,53,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2020-01-20T19:06:33Z
1,유행 없이 평생 입는 남자 패션 입문 필수템!!,22,PT7M41S,433099,15766,340,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2024-01-23T09:00:36Z
0,[ENG] 16 유형의 MBTI가 한 공간에서 살아간다면? I MBTI 인사이드 EP.1,24,PT55M6S,940305,28528,1823,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],2022-09-02T09:02:31Z
1,How to Find a Career You Genuinely Love,27,PT12M41S,2175102,76785,1345,['https://en.wikipedia.org/wiki/Knowledge'],2023-01-12T15:00:24Z
0,3 BAD BABY ZOMBIE - Sad Story - Minecraft Animation,1,PT10M11S,13488093,145145,2363,['https://en.wikipedia.org/wiki/Video_game_culture'],2021-07-16T10:25:29Z
0,매니저 랭커가 알려주는매니저모드 1티어 선수들 정리 [피파모바일],20,PT17M12S,3463,44,31,"['https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2020-12-05T13:40:53Z
1,"내가 늘 의지하는 예수 Oh, the Best Friend to Have is Jesus",10,PT5M4S,3314207,6991,0,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2022-07-21T04:36:17Z
1,넓은 어깨는 어떻게 만들어지는가? (어깨 프레임 넓혀주는 운동),17,PT6M54S,2020703,60048,578,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2022-11-17T12:00:32Z
0,차에 치이는 순간 '점프'…날아간 여성 피해 보상 논란 / SBS / 오클릭,25,PT1M32S,2610703,8802,7030,['https://en.wikipedia.org/wiki/Society'],2024-04-12T08:52:16Z
1,Lv.3.5 장비없이 등과 이두를 동시에 조져 버리는 루틴! (떠먹는 홈트),17,PT16M48S,301176,3104,178,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2021-01-17T05:11:45Z
1,Amazon System Design Interview: Design Parking Garage,28,PT29M59S,1466491,26792,1145,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-03-29T16:30:01Z
0,DreamWorks Madagascar | Hello Kitty | Madagascar 3: Europe's Most Wanted | Kids Movies,1,PT5M4S,3154874,12183,0,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2020-07-28T11:00:08Z
0,TOGETHER! (투게더!),10,PT3M6S,21148620,75613,957,"['https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2019-03-13T12:44:11Z
1,사촌 동생도 이해시킨 듄 세계관 정리,22,PT16M29S,936409,10555,494,['https://en.wikipedia.org/wiki/Film'],2024-02-29T15:08:04Z
1,If I Were Looking For A Tech Job In 2024 I'd Do This,28,PT9M43S,309044,10323,320,[],2024-01-13T20:30:03Z
1,BETELGEUSE,10,PT3M51S,58108868,229020,0,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2022-01-11T10:09:40Z
0,"대선 이후의 집값, 부동산 진짜 딱 이렇게 된다. 이재명부동산정책, 홍준표부동산정책, 이낙연부동산정책, 윤석열부동산정책",22,PT9M4S,10470,213,25,[],2021-10-01T09:48:10Z
1,How to get a PERFECT 800 on the SAT Math (2024),27,PT14M38S,248163,12121,705,['https://en.wikipedia.org/wiki/Knowledge'],2023-12-30T22:05:14Z
1,"뇌과학자는 이렇게 공부하고 집중합니다 | 집중력 높이는 운동, 집중력 루틴",27,PT11M15S,162924,4888,118,[],2024-06-04T11:30:04Z
0,머쉬맘 1512마리 달성! 1000시간 파밍 드가자~,20,PT4H39M11S,48109,28,0,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2024-09-27T08:35:35Z
0,이걸 어떻게 안 웃어요 ㅋㅋㅋ #런닝맨,24,PT56S,2233119,49144,233,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",2024-01-31T08:00:20Z
1,How to Get and Evaluate Startup Ideas | Startup School,28,PT32M22S,809040,20616,354,['https://en.wikipedia.org/wiki/Business'],2022-11-17T16:17:33Z
0,[우리 결혼했어요] ♨후끈♨ 소은을 당황케한 재림의 한마디! (송재림❤김소은 We Got Married) 20141011,24,PT7M47S,17593789,60314,2475,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2014-11-13T01:35:20Z
0,방탕해서 유명해진 안젤리나 졸리..그녀를 진흙탕에서 꺼내준 한 남자,1,PT12M4S,1584790,13345,679,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2021-04-26T11:18:23Z
0,부캐가 생각나는 유재석,24,PT53S,145777,3471,30,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",2024-09-16T03:00:29Z
1,Basic Differentiation Rules For Derivatives,27,PT20M44S,1358111,27962,599,['https://en.wikipedia.org/wiki/Knowledge'],2018-11-21T00:05:36Z
0,Enzo And Misha Pick the Funniest Chelsea Player!😂 #chelseaCFC #CFC #bluesintheusa  #Enzo #Mudryk,17,PT2M40S,31997,0,47,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-08-05T17:31:41Z
1,[가사] 목마른 내 영혼 - 피아ver.,22,PT3M35S,414,9,2,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2024-03-28T09:30:01Z
0,Celebrate the return of Beetlejuice with the new Beetlejuice Beetlejuice trend #BeetlejuiceOnShorts,24,PT14S,3884334,114926,0,['https://en.wikipedia.org/wiki/Entertainment'],2024-08-26T21:11:43Z
1,Python + JavaScript - Full Stack App Tutorial,27,PT1H29M25S,218806,7158,171,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2024-02-19T15:00:19Z
1,"Активные Выходные в Сан Франциско // горы, поход и друзья",22,PT9M42S,17,4,0,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Tourism']",2021-01-16T23:32:35Z
1,Should You Still Learn To Code In 2024?,27,PT15M12S,84015,3171,275,[],2024-03-30T13:00:50Z
1,What Is Dynamic Programming and How To Use It,27,PT14M28S,1607494,41555,1620,['https://en.wikipedia.org/wiki/Knowledge'],2017-12-14T01:59:53Z
1,"금투세 이 영상 하나로 끝! (ft. 연금저축, ISA, 해외직투, 국내)",26,PT22M27S,99722,4924,461,[],2024-06-04T11:00:56Z
1,오사카 여행 중 교토를 당일치기로 가면 안 되는 이유,19,PT13M36S,538083,10596,235,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Tourism']",2023-04-24T11:14:11Z
0,Saturdays are for #practice,22,PT12S,426,17,0,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",2024-10-05T11:01:04Z
1,포수를 구하는 완벽한 타이밍 | 240328,17,PT14S,7166698,80905,2290,"['https://en.wikipedia.org/wiki/Baseball', 'https://en.wikipedia.org/wiki/Sport']",2024-03-28T15:41:18Z
1,Learn CSS Position In 9 Minutes,27,PT9M26S,2030874,79398,2206,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2019-04-30T14:00:15Z
1,아기가 내 이름을 부른 날 | 706일의 기록 | 육아브이로그 | 봄아범 일기 | #아들육아 #아빠 #지현 #이름으로부를때 #🥹,22,PT36S,10424876,252677,2704,[],2024-03-20T02:47:39Z
0,Big Query Live Training - A Deep Dive into Data Pipelining,28,PT1H2M5S,61843,1023,35,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2020-07-01T13:00:11Z
0,블박 주인은 이 일을 반드시 기억할 것입니다..,24,PT22S,15456656,260834,6679,"['https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2023-09-04T01:57:40Z
1,Learn CSS flexbox in 10 minutes! 💪,27,PT10M1S,168436,5091,97,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2023-09-21T16:59:39Z
0,이제는 내가 이상한 건가 싶네요...,20,PT1M,1757153,32952,550,"['https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2024-02-19T08:17:00Z
1,순수한 아이들의 놀라운 하모니 실력,10,PT55S,8286991,255804,8417,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",2024-06-28T11:59:35Z
1,크림파스타 만들어 먹쟈#shorts,24,PT39S,3150254,70556,364,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2024-08-22T03:13:18Z
1,02 Creating Firebase account and Firestore database,22,PT3M43S,6237,27,1,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-01-09T10:25:22Z
1,한 야구선수가 사인을 거절한 이유,22,PT37S,9970049,186054,3624,"['https://en.wikipedia.org/wiki/Baseball', 'https://en.wikipedia.org/wiki/Sport']",2024-02-01T02:59:45Z
1,[투자스터디] 금 자산배분 리밸런싱 | 금리사이클에 따른 금 저가매수 고가매도 방법,27,PT19M47S,6639,357,92,[],2024-05-05T22:30:00Z
0,"Visualizing the chain rule and product rule | Chapter 4, Essence of calculus",27,PT15M56S,1883302,44461,1661,['https://en.wikipedia.org/wiki/Knowledge'],2017-05-01T15:19:28Z
1,프로선수들이 쓰는 실전 슈팅 팁!![인스텝 &인사이드 잘차는 법] - Train with Ale 78화ㅣ GoAle Football,17,PT4M46S,1267186,9935,247,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2018-08-19T09:29:02Z
1,Farewell,22,PT4M53S,14,1,0,[],2022-04-17T14:22:16Z
1,능력의 주 (God Is Able),10,PT4M23S,749735,2026,3,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2015-07-25T12:59:54Z
0,[짐승친구들] 욕쟁이 앵무새,1,PT5M16S,13788801,119264,19416,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",2020-12-12T06:00:18Z
0,Godzilla Vs Kong But Health Bar Is Enabled | Kong Vs Warbat Battle Scene 4K,1,PT1M41S,11197441,61923,702,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2021-07-20T01:25:01Z
0,르세라핌 기강 씨게잡는 이효리,22,PT25S,4892696,62694,378,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",2024-02-24T10:30:14Z
0,How does a blockchain work - Simply Explained,28,PT6M,9867014,150529,3751,[],2017-11-13T20:00:01Z
0,말왕 드라군자세,17,PT33S,2904115,78302,850,[],2024-06-27T04:56:36Z
0,[리무진서비스] 12년이 지나도 회자되는 '쳐밀도' 사건...⭐ |  EP.40 선공개 영상 #shorts  #리무진서비스 #존박,10,PT1M,136079,4088,76,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Performing_arts', 'https://en.wikipedia.org/wiki/Television_program']",2022-12-02T08:20:14Z
1,3 Mini Python Projects - For Beginners,27,PT53M53S,419935,9339,228,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2023-07-10T13:00:02Z
1,Welcome to the Show,10,PT3M38S,45150341,149878,808,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2024-03-18T09:00:22Z
0,Being A Data Engineer: Expectations vs Reality,23,PT7M28S,107091,3402,174,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-04-02T13:31:46Z
1,"""잘못 바르면 폭삭 늙어요."" 노화 막는 선크림 '제대로' 바르는법 (조광현 원장 2부)",26,PT16M45S,174787,3027,262,['https://en.wikipedia.org/wiki/Health'],2024-03-31T09:00:34Z
0,버크셔헤서웨이]24.1분기 연례보고서 (수익보고),28,PT6M47S,632,11,2,[],2024-05-04T21:29:38Z
0,???: 이건 어시가 다한거 아님?🤔 (part1),17,PT43S,1596189,21978,385,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-09-08T23:30:04Z
0,[마녀사냥 2023] 재채기 나오다 말았을 때 너무 알지 | #shorts | TVING,24,PT50S,5055022,22734,328,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2023-08-11T11:45:00Z
0,"안녕하세요 - 23년간 한번도 머리카락을 자르지 않은 장발엄마, 20140818",24,PT15M41S,5251140,24491,0,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2014-08-19T06:35:51Z
0,[#문제적남자] 미국 수능 SAT를 본 뇌섹남들의 반응ㅋㅋㅋ 1등은 과연 경험자 타일러or귀여운 밉상 이장원?? | #Diggle,24,PT14M22S,630202,4212,731,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2020-07-31T09:00:26Z
0,Mukbang Spicy Seafood 해산물 먹방 DONA 도나,24,PT5M39S,207021929,827176,22294,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Pet']",2020-12-10T02:30:06Z
0,아내의 형제자매가 집에 놀러오면 벌어지는 일,24,PT13M26S,2519552,25020,2084,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2020-12-07T09:03:37Z
1,Python Pandas Tutorial (Part 4): Filtering - Using Conditionals to Filter Rows and Columns,27,PT23M4S,459259,10831,326,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2020-01-17T14:00:06Z
0,이런 분이 진짜 참된 교수님이지…,24,PT55S,3975540,172332,1653,['https://en.wikipedia.org/wiki/Politics'],2024-08-14T03:00:36Z
0,화제의 넷플릭스 드라마 삼체가 현지에서 '죽음의 작품'이라고 불리는 충격적인 이유 [사건사고],24,PT7M10S,1912915,13846,1331,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2024-04-04T10:00:56Z
0,[안방1열 직캠4K] 에스파 'Black Mamba' 풀캠 (aespa Full Cam)│@SBS Inkigayo_2020.11.22.,24,PT3M14S,4081996,147793,7439,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Performing_arts', 'https://en.wikipedia.org/wiki/Pop_music']",2020-11-22T07:15:04Z
0,우릴 결코 놓지 않네 What A Beautiful Name,10,PT5M45S,183819,809,8,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2024-01-18T07:59:08Z
1,The most important skill in statistics,27,PT13M35S,319827,11572,154,['https://en.wikipedia.org/wiki/Knowledge'],2024-01-31T18:00:35Z
1,Firebase Functions Tutorial #2 - Setup,27,PT12M25S,116894,1205,57,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2020-03-09T09:42:22Z
1,"Palantir Decomposition Interview Process, Interview Questions and Tips",27,PT5M33S,12001,103,3,['https://en.wikipedia.org/wiki/Knowledge'],2023-02-08T15:48:43Z
0,자산관리 그런거 모른다고요 저 그냥 말하는 감자라고요ㅠㅠ 김미경 팩폭에 순살 되어버린 효짱? [인생치트키] 김효진편,24,PT7M31S,49508,0,19,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Humour']",2020-12-18T06:00:32Z
1,GIA 미네르바 바칼로레아  입학설명회: 청담 캠퍼스 | 2021 년 5 월 8 일,27,PT7M24S,1500,0,0,[],2021-05-15T12:17:46Z
0,Biggest Scams In Software Engineering,28,PT4M49S,246616,16468,1159,[],2024-03-28T13:18:08Z
0,[Live]리버풀 vs 토트넘 손흥민 선발! 김진짜 입중계(feat. 3호님),17,PT2H19M37S,0,2455,307,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2020-12-16T22:04:52Z
1,SCHD+SPY+QQQ 조합별 순위 (SCHD+SPY 분석),26,PT12M24S,72399,1765,263,[],2024-02-29T11:12:12Z
1,Creating Documents using React / Google Docs API / Google OAuth 2.0,28,PT27M15S,21359,323,42,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2022-01-23T06:24:31Z
0,부트캠프 개꿀잼 존버,20,PT30S,1168283,19246,225,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2024-07-26T22:00:26Z
0,천천히 하세요 | 240723,17,PT17S,1519759,33994,655,"['https://en.wikipedia.org/wiki/Baseball', 'https://en.wikipedia.org/wiki/Sport']",2024-07-24T09:32:40Z
0,미국 3대 버거 아닙니다. 1대 버거입니다,22,PT58S,616307,15816,483,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2024-04-30T11:05:00Z
0,"데이비드 차 회개를 본 신사도 교회 피해자가 본 반응, 불륜, 횡령, 주식투자, 캄 선교회, 라이트 하우스, 차형규, 회개, 입장문, 스캔들 고백, 회개, 손승우 소장",22,PT2M35S,11700,54,31,['https://en.wikipedia.org/wiki/Religion'],2024-05-09T22:00:35Z
1,주님은 산 같아서 - 마커스워십 | 메인 건반 커버 A.Piano Cover | 리드시트 포함 | Like a mountain is the Lord,10,PT5M15S,7516,71,5,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2022-11-05T09:22:52Z
0,"우리 결혼했어요 - We Got Married, Tae-min, Na-eun(20) #05, 태민-손나은(20) 20130831",24,PT10M21S,10490405,99319,1608,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Television_program']",2013-10-17T17:47:00Z
0,[#주랩추/시즌1] EP.2 부X 친구가 우리 회사 대표인 것에 대하여,17,PT12M4S,465418,5649,609,[],2021-04-17T12:41:24Z
0,육상 여신 김민지 선수와 100m 달리기!🔥 육상 선수 클라쓰 ㄷㄷ,17,PT9M5S,4156393,30694,2561,['https://en.wikipedia.org/wiki/Sport'],2024-04-28T03:00:11Z
0,"주춤하던 다우지수까지 신고가, 찐강세장의 신호일까",27,PT20M28S,77817,2296,90,['https://en.wikipedia.org/wiki/Society'],2024-05-20T11:59:09Z
0,[짤툰 오리지널] 첫사랑,1,PT5M5S,2582593,35539,3354,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2020-12-26T06:00:09Z
0,테슬라 엔비디아 메타 아마존 AMD 인텔 아이온큐 코인베이스/미국증시 시황,27,PT27M22S,21211,1456,213,[],2024-05-01T11:23:25Z
0,천만 원이야 천만 원!!,22,PT1M,4871025,153697,1170,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2024-05-28T02:32:06Z
1,How I Built 7 Streams of Income By Age 24,27,PT13M47S,298172,10609,244,['https://en.wikipedia.org/wiki/Business'],2024-02-11T19:00:18Z
1,5 Amazing Ways to Automate Your Life using Python,28,PT18M40S,255346,5363,70,['https://en.wikipedia.org/wiki/Technology'],2023-03-19T13:20:14Z
1,"(Ko) 공부하는 힘, 몰입 | 황농문 서울대학교 재료공학부 교수 | 공부 학습 시험 강연 | 세바시 319회",27,PT19M7S,1648135,35964,512,['https://en.wikipedia.org/wiki/Knowledge'],2020-02-28T09:00:13Z
0,오늘의메뉴11 | 장동민의 치명적 실수를 완벽하게 찌른 이준석 | 더지니어스4 EP3-11,24,PT6M38S,606788,1604,681,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2020-01-20T09:00:01Z
0,Game Theory 101: Introduction to the Infinitely Repeated Prisoner's Dilemma,27,PT3M26S,33911,105,15,['https://en.wikipedia.org/wiki/Knowledge'],2010-11-13T18:17:54Z
1,당신의 체력을 비약적으로 상승시키는 3가지 방법,26,PT3M11S,2439943,56835,846,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2023-06-18T09:44:43Z
